,field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score
90,1022,20300050,2429,1610612749,Dan,Gadzuric,19,0,4,0,0,0,0,1,2,0.5,0,2,0,3,2,0,3,1,H,L,2003,1610612747,0,0,0,0,0,0,0,0,18,57,3,1,0,0,2,1.894736842,3.789473684,0,3.789473684,1.894736842,dan-gadzuric-1,122,2940,,,,1.3
91,1038,20300051,1938,1610612759,Manu,Ginobili,32,4,13,0.308,3,5,0.6,4,4,1,2,6,5,1,2,1,1,15,H,W,2003,1610612748,0,0,0,0,2,5,0,0,32,28,14,1,0,2,8,16.875,9,5.625,2.25,1.125,manu-ginobili-1,,,144,4341,4,15.5
92,1062,20300052,2422,1610612755,John,Salmons,9,1,3,0.333,0,0,0,0,0,0,0,1,0,1,1,0,1,2,H,L,2003,1610612740,0,0,0,0,0,0,0,0,8,50,-5,1,0,0,1,8,4,0,4,4,john-salmons-1,124,3819,,,,1.9
93,1082,20300053,2407,1610612764,Jared,Jeffries,19,2,7,0.286,0,1,0,2,2,1,1,4,3,1,0,0,1,6,H,W,2003,1610612742,0,0,0,0,2,0,0,0,19,0,6,1,4,4,5,11.36842105,9.473684211,5.684210526,0,1.894736842,jared-jeffries-1,70,2282,,,,6.2
94,1083,20300053,2413,1610612764,Juan,Dixon,14,5,10,0.5,1,4,0.25,0,1,0,0,3,2,0,1,0,0,11,H,W,2003,1610612742,0,0,0,0,6,4,0,0,14,0,-2,1,9,0,3,28.28571429,7.714285714,5.142857143,2.571428571,2.571428571,juan-dixon-1,141,4004,,,,8.9
95,1104,20300054,2400,1610612753,Drew,Gooden,34,6,15,0.4,0,1,0,1,2,0.5,4,3,4,0,0,3,0,13,H,L,2003,1610612741,0,0,0,0,4,0,0,0,34,0,-19,1,2,5,7,13.76470588,7.411764706,4.235294118,0,1.058823529,drew-gooden-1,98,2567,,,,8
96,1105,20300054,2437,1610612741,Lonny,Baxter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2003,1610612753,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,lonny-baxter-1,138,3367,,,,0
97,1125,20300055,2409,1610612749,Marcus,Haislip,8,3,5,0.6,0,0,0,1,1,1,1,1,0,1,0,0,1,7,A,W,2003,1610612752,0,0,0,0,6,0,0,0,8,0,8,1,2,2,2,31.5,9,0,0,4.5,marcus-haislip-1,89,1521,,,,6
98,1126,20300055,2421,1610612752,Frank,Williams,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2003,1610612749,0,0,0,0,0,0,0,0,4,0,-5,0,0,0,0,0,0,0,0,0,frank-williams-1,101,3201,,,,-1.4
99,1127,20300055,2429,1610612749,Dan,Gadzuric,14,3,3,1,0,0,0,1,2,0.5,0,2,0,2,1,0,0,7,A,W,2003,1610612752,0,0,0,0,4,0,0,0,14,0,-1,0,3,0,2,18,5.142857143,0,2.571428571,0,dan-gadzuric-1,122,2940,,,,6.5
100,1146,20300056,2246,1610612765,Mehmet,Okur,22,3,8,0.375,0,1,0,4,5,0.8,4,5,2,1,0,0,0,10,H,W,2003,1610612738,0,0,0,0,2,0,0,0,22,6,11,0,6,4,9,16.36363636,14.72727273,3.272727273,0,0,mehmet-okur-1,,,,,,10.5
101,1147,20300056,2412,1610612738,Jiri,Welsch,15,2,5,0.4,1,2,0.5,0,0,0,2,1,1,2,0,2,0,5,A,L,2003,1610612765,0,0,0,0,0,0,0,0,14,51,-5,0,3,2,3,12,7.2,2.4,0,0,jiri-welsch-1,,,35,876,2,1.9
102,1148,20300056,2419,1610612765,Tayshaun,Prince,34,5,7,0.714,4,4,1,0,0,0,1,4,1,1,0,3,0,14,H,W,2003,1610612738,0,0,0,0,0,3,0,0,33,52,1,0,0,0,5,14.82352941,5.294117647,1.058823529,0,0,tayshaun-prince-1,135,4023,,,,10.3
103,1164,20300057,2401,1610612743,Nikoloz,Tskitishvili,7,0,1,0,0,0,0,2,2,1,0,1,0,2,0,0,0,2,A,W,2003,1610612739,0,0,0,0,0,0,0,0,7,0,12,0,0,2,1,10.28571429,5.142857143,0,0,0,nikoloz-tskitishvili-1,,,17,176,1,0.8
104,1165,20300057,2403,1610612743,Nene,Hilario,39,6,10,0.6,0,0,0,1,5,0.2,3,6,2,5,1,1,0,13,A,W,2003,1610612739,0,0,0,0,12,2,0,0,39,0,-1,0,5,0,9,12,8.307692308,1.846153846,0.923076923,0,nene-hilario-1,,,,,,10.1
105,1166,20300057,2430,1610612739,Carlos,Boozer,28,4,9,0.444,0,0,0,2,2,1,5,4,0,1,0,1,0,10,H,L,2003,1610612743,0,0,0,0,6,0,0,0,28,0,-24,1,0,6,9,12.85714286,11.57142857,0,0,1.285714286,carlos-boozer-1,101,2615,,,,8.6
106,1203,20300059,2405,1610612756,Amar'e,Stoudemire,42,7,20,0.35,0,1,0,4,5,0.8,2,7,0,1,0,1,4,18,A,L,2003,1610612762,0,0,0,0,10,0,0,0,42,0,-13,3,4,5,9,15.42857143,7.714285714,0,0,2.571428571,amar'e-stoudemire-1,,,,,,11.3
107,1204,20300059,2418,1610612756,Casey,Jacobsen,19,1,4,0.25,0,2,0,1,2,0.5,1,3,1,0,0,2,1,3,A,L,2003,1610612762,0,0,0,0,0,0,0,0,19,0,3,0,1,0,4,5.684210526,7.578947368,1.894736842,0,0,casey-jacobsen-1,95,3021,,,,1.2
108,1225,20300060,2399,1610612744,Mike,Dunleavy,34,5,11,0.455,1,3,0.333,2,2,1,3,7,2,2,4,0,0,13,H,W,2003,1610612737,0,0,0,0,4,0,0,1,34,0,14,0,0,4,10,13.76470588,10.58823529,2.117647059,4.235294118,0,mike-dunleavy-1,111,3762,,,,16.1
109,1246,20300061,2417,1610612757,Qyntel,Woods,18,3,7,0.429,0,0,0,3,3,1,2,2,2,4,1,1,1,9,H,W,2003,1610612763,0,0,0,0,4,0,0,0,18,0,9,0,2,2,4,18,8,4,2,0,qyntel-woods-1,,,,,,7.8
110,1265,20300062,2410,1610612754,Fred,Jones,11,2,3,0.667,0,0,0,0,0,0,0,0,1,1,1,2,0,4,A,W,2003,1610612751,0,0,0,0,2,2,0,0,10,53,5,1,2,0,0,13.09090909,0,3.272727273,3.272727273,3.272727273,fred-jones-1,125,3525,,,,2
111,1302,20300064,1938,1610612759,Manu,Ginobili,45,9,21,0.429,4,7,0.571,11,13,0.846,1,11,7,5,2,1,0,33,H,L,2003,1610612747,0,1,0,0,8,2,0,1,45,0,10,0,8,0,12,26.4,9.6,5.6,1.6,0,manu-ginobili-1,,,144,4341,4,29
112,1305,20300064,2416,1610612747,Kareem,Rush,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,A,W,2003,1610612759,0,0,0,0,0,0,0,0,5,0,-7,0,0,0,0,0,0,0,0,0,kareem-rush-1,84,2536,,,,-1.8
113,1306,20300064,2457,1610612747,Jannero,Pargo,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,A,W,2003,1610612759,0,0,0,0,0,0,0,0,3,0,-6,0,0,0,0,0,0,0,0,0,jannero-pargo-1,60,1530,,,,-1.7
114,1324,20300065,2407,1610612764,Jared,Jeffries,28,4,11,0.364,0,1,0,2,3,0.667,2,3,1,2,1,1,0,10,H,W,2003,1610612761,0,0,0,0,8,0,0,0,28,0,15,2,4,2,5,12.85714286,6.428571429,1.285714286,1.285714286,2.571428571,jared-jeffries-1,70,2282,,,,5.7
115,1325,20300065,2413,1610612764,Juan,Dixon,22,4,7,0.571,1,1,1,4,5,0.8,3,0,2,2,4,1,0,13,H,W,2003,1610612761,0,0,0,0,4,5,0,0,22,0,17,0,9,4,3,21.27272727,4.909090909,3.272727273,6.545454545,0,juan-dixon-1,141,4004,,,,15
116,1326,20300065,2423,1610612761,Chris,Jefferies,6,2,4,0.5,0,1,0,1,1,1,0,1,0,0,0,1,0,5,A,L,2003,1610612764,0,0,0,0,2,0,0,0,6,0,8,0,0,2,1,30,6,0,0,0,chris-jefferies-1,88,2464,,,,2.3
117,1347,20300066,2412,1610612738,Jiri,Welsch,10,1,3,0.333,0,1,0,0,0,0,0,1,1,1,0,0,0,2,H,L,2003,1610612751,0,0,0,0,2,2,0,0,9,30,-14,0,0,0,1,7.2,3.6,3.6,0,0,jiri-welsch-1,,,35,876,2,0.9
118,1348,20300066,2447,1610612751,Tamar,Slay,13,4,5,0.8,1,1,1,0,0,0,1,1,1,0,1,1,0,9,A,W,2003,1610612738,0,0,0,0,2,2,0,0,12,38,8,0,4,0,2,24.92307692,5.538461538,2.769230769,2.769230769,0,tamar-slay-1,114,3283,,,,8.8
119,1369,20300067,2421,1610612752,Frank,Williams,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,H,W,2003,1610612758,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,12,0,0,frank-williams-1,101,3201,,,,0
120,1386,20300068,2410,1610612754,Fred,Jones,11,1,2,0.5,1,2,0.5,3,4,0.75,1,1,1,4,0,0,0,6,H,W,2003,1610612739,0,0,0,0,0,0,0,0,11,0,-1,0,0,0,2,19.63636364,6.545454545,3.272727273,0,0,fred-jones-1,125,3525,,,,4.7
121,1387,20300068,2430,1610612739,Carlos,Boozer,29,10,16,0.625,0,0,0,0,1,0,5,4,1,3,1,0,0,20,A,L,2003,1610612754,0,0,0,0,14,4,0,0,29,0,-8,1,4,4,9,24.82758621,11.17241379,1.24137931,1.24137931,1.24137931,carlos-boozer-1,101,2615,,,,17.6
122,1406,20300069,2400,1610612753,Drew,Gooden,31,6,10,0.6,0,0,0,2,5,0.4,1,6,3,2,0,1,2,14,H,L,2003,1610612750,0,0,0,0,6,0,0,0,31,0,-23,0,4,2,7,16.25806452,8.129032258,3.483870968,0,0,drew-gooden-1,98,2567,,,,12.4
123,1430,20300070,2416,1610612747,Kareem,Rush,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,A,L,2003,1610612740,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,18,0,0,0,kareem-rush-1,84,2536,,,,-0.4
124,1431,20300070,2457,1610612747,Jannero,Pargo,14,1,2,0.5,0,1,0,0,0,0,0,0,3,0,0,2,0,2,A,L,2003,1610612740,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,5.142857143,0,7.714285714,0,0,jannero-pargo-1,60,1530,,,,1.1
125,1447,20300071,2246,1610612765,Mehmet,Okur,25,3,11,0.273,0,0,0,6,8,0.75,8,10,3,4,1,1,4,12,H,W,2003,1610612749,0,0,0,0,6,2,0,1,25,16,-4,0,0,2,18,17.28,25.92,4.32,1.44,0,mehmet-okur-1,,,,,,16.6
126,1448,20300071,2409,1610612749,Marcus,Haislip,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,A,L,2003,1610612765,0,0,0,0,0,0,0,0,1,43,5,0,0,0,2,0,36,0,0,0,marcus-haislip-1,89,1521,,,,0.2
127,1449,20300071,2419,1610612765,Tayshaun,Prince,41,6,12,0.5,2,4,0.5,1,2,0.5,1,3,3,2,2,0,0,15,H,W,2003,1610612749,0,0,0,0,2,0,0,0,40,36,-1,1,5,2,4,13.17073171,3.512195122,2.634146341,1.756097561,0.87804878,tayshaun-prince-1,135,4023,,,,13.5
128,1450,20300071,2429,1610612749,Dan,Gadzuric,17,2,6,0.333,0,0,0,1,2,0.5,5,4,0,4,0,0,0,5,A,L,2003,1610612765,0,0,0,0,4,0,0,0,16,50,3,0,2,5,9,10.58823529,19.05882353,0,0,0,dan-gadzuric-1,122,2940,,,,4.3
129,1470,20300072,2422,1610612755,John,Salmons,7,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,A,W,2003,1610612741,0,0,0,0,0,0,0,0,7,17,0,0,0,0,3,0,15.42857143,0,5.142857143,0,john-salmons-1,124,3819,,,,2.3
130,1471,20300072,2437,1610612741,Lonny,Baxter,23,3,7,0.429,0,0,0,0,0,0,1,5,0,6,0,0,0,6,H,L,2003,1610612755,0,0,0,0,6,0,0,0,22,53,-7,2,0,0,6,9.391304348,9.391304348,0,0,3.130434783,lonny-baxter-1,138,3367,,,,2.1
131,1486,20300073,2060,1610612746,Marko,Jaric,33,5,14,0.357,2,3,0.667,1,2,0.5,0,2,8,4,5,4,2,13,A,W,2003,1610612743,0,0,0,0,4,2,0,0,33,0,1,1,4,0,2,14.18181818,2.181818182,8.727272727,5.454545455,1.090909091,marko-jaric-1,,,160,4395,4,11.8
132,1491,20300073,2401,1610612743,Nikoloz,Tskitishvili,8,1,4,0.25,0,0,0,0,0,0,0,1,1,0,0,1,0,2,H,L,2003,1610612746,0,0,0,0,0,0,0,0,8,0,-7,0,0,0,1,9,4.5,4.5,0,0,nikoloz-tskitishvili-1,,,17,176,1,-0.4
133,1492,20300073,2403,1610612743,Nene,Hilario,43,7,11,0.636,0,0,0,1,2,0.5,3,8,0,3,3,6,0,15,H,L,2003,1610612746,0,0,0,0,12,6,0,1,43,0,6,2,4,4,11,12.55813953,9.209302326,0,2.511627907,1.674418605,nene-hilario-1,,,,,,10
134,1493,20300073,2404,1610612746,Chris,Wilcox,41,6,10,0.6,0,0,0,0,0,0,5,7,3,1,0,1,1,12,A,W,2003,1610612743,0,0,0,0,12,2,0,1,41,0,-9,0,2,4,12,10.53658537,10.53658537,2.634146341,0,0,chris-wilcox-1,70,1162,,,,14.4
135,1494,20300073,2408,1610612746,Melvin,Ely,31,3,7,0.429,0,0,0,3,4,0.75,5,3,0,4,3,5,0,9,A,W,2003,1610612743,0,0,0,0,6,0,0,0,31,0,18,0,0,4,8,10.4516129,9.290322581,0,3.483870968,0,melvin-ely-1,124,4030,,,,5.7
136,1515,20300074,2405,1610612756,Amar'e,Stoudemire,33,5,12,0.417,0,0,0,8,13,0.615,2,5,0,3,0,2,0,18,H,W,2003,1610612763,0,0,0,0,8,0,0,0,33,22,10,1,4,1,7,19.63636364,7.636363636,0,0,1.090909091,amar'e-stoudemire-1,,,,,,9.3
137,1516,20300074,2418,1610612756,Casey,Jacobsen,17,3,4,0.75,1,2,0.5,0,0,0,0,1,1,4,0,1,0,7,H,W,2003,1610612763,0,0,0,0,4,0,0,0,16,31,5,0,2,0,1,14.82352941,2.117647059,2.117647059,0,0,casey-jacobsen-1,95,3021,,,,3.8
138,1533,20300075,2399,1610612744,Mike,Dunleavy,38,6,8,0.75,3,4,0.75,5,8,0.625,0,7,3,3,1,2,1,20,H,W,2003,1610612762,0,0,0,0,0,0,0,0,38,7,8,0,2,4,7,18.94736842,6.631578947,2.842105263,0.947368421,0,mike-dunleavy-1,111,3762,,,,18.3
139,1550,20300076,2417,1610612757,Qyntel,Woods,20,2,6,0.333,0,1,0,0,0,0,2,5,0,2,1,3,0,4,A,L,2003,1610612760,0,0,0,0,4,2,0,0,19,56,-19,0,2,0,7,7.2,12.6,0,1.8,0,qyntel-woods-1,,,,,,0.7
140,1551,20300076,2436,1610612760,Ronald,Murray,40,9,14,0.643,2,2,1,4,8,0.5,1,3,6,1,0,1,0,24,H,W,2003,1610612757,0,0,0,0,6,0,0,0,39,44,20,0,4,4,4,21.6,3.6,5.4,0,0,ronald-murray-1,,,,,,20.6
141,1571,20300077,2406,1610612748,Caron,Butler,30,4,10,0.4,0,1,0,1,1,1,0,1,0,1,1,0,1,9,H,L,2003,1610612750,0,0,0,0,2,3,0,0,30,12,-20,1,0,2,,10.8,0,0,1.2,1.2,caron-butler-1,63,2173,,,,5.2
142,1588,20300078,2407,1610612764,Jared,Jeffries,23,0,3,0,0,0,0,0,0,0,3,2,3,3,0,0,1,0,A,L,2003,1610612739,0,0,0,0,0,0,0,0,22,49,3,0,0,0,5,0,7.826086957,4.695652174,0,0,jared-jeffries-1,70,2282,,,,2.2
143,1589,20300078,2413,1610612764,Juan,Dixon,19,5,11,0.455,0,2,0,2,3,0.667,0,1,2,2,1,0,0,12,A,L,2003,1610612739,0,0,0,0,4,0,0,0,18,50,-12,1,2,0,1,22.73684211,1.894736842,3.789473684,1.894736842,1.894736842,juan-dixon-1,141,4004,,,,7.8
144,1590,20300078,2430,1610612739,Carlos,Boozer,39,8,13,0.615,0,0,0,3,4,0.75,2,6,5,4,1,0,0,19,H,W,2003,1610612764,0,0,0,0,14,0,0,0,38,56,16,2,2,2,8,17.53846154,7.384615385,4.615384615,0.923076923,1.846153846,carlos-boozer-1,101,2615,,,,18.8
145,1611,20300079,2437,1610612741,Lonny,Baxter,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,A,W,2003,1610612740,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,lonny-baxter-1,138,3367,,,,-0.8
146,1631,20300080,2409,1610612749,Marcus,Haislip,7,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,H,W,2003,1610612752,0,0,0,0,0,0,0,0,7,0,-4,0,0,0,2,0,10.28571429,0,5.142857143,0,marcus-haislip-1,89,1521,,,,1.6
147,1632,20300080,2421,1610612752,Frank,Williams,12,0,2,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,A,L,2003,1610612749,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,9,9,0,frank-williams-1,101,3201,,,,3.3
148,1633,20300080,2429,1610612749,Dan,Gadzuric,19,6,6,1,0,0,0,1,2,0.5,4,5,1,1,0,0,0,13,H,W,2003,1610612752,0,0,0,0,10,2,0,0,19,0,8,0,3,5,9,24.63157895,17.05263158,1.894736842,0,0,dan-gadzuric-1,122,2940,,,,15.4
149,1650,20300081,2397,1610612745,Ming,Yao,34,6,18,0.333,0,0,0,4,6,0.667,6,5,3,2,1,1,1,16,H,W,2003,1610612753,0,1,0,0,8,0,0,1,34,0,4,2,0,5,11,16.94117647,11.64705882,3.176470588,1.058823529,2.117647059,ming-yao-1,,,,,,12.7
150,1651,20300081,2400,1610612753,Drew,Gooden,40,2,10,0.2,0,0,0,4,4,1,1,3,2,2,0,1,1,8,A,L,2003,1610612745,0,0,0,0,2,0,0,0,40,0,-7,0,2,0,4,7.2,3.6,1.8,0,0,drew-gooden-1,98,2567,,,,3.7
151,1652,20300081,2411,1610612745,Bostjan,Nachbar,18,2,7,0.286,2,5,0.4,0,0,0,0,2,3,1,0,0,1,6,H,W,2003,1610612753,0,0,0,0,0,3,0,0,18,0,0,0,0,0,2,12,4,6,0,0,bostjan-nachbar-1,,,98,1833,3,4.9
152,1669,20300082,1938,1610612759,Manu,Ginobili,37,6,16,0.375,1,4,0.25,4,4,1,0,1,7,2,3,2,1,17,H,L,2003,1610612742,0,0,0,0,10,5,0,0,37,5,-4,0,5,2,1,16.54054054,0.972972973,6.810810811,2.918918919,0,manu-ginobili-1,,,144,4341,4,14.3
153,1673,20300082,2484,1610612759,Devin,Brown,5,0,1,0,0,0,0,2,2,1,1,1,0,1,1,1,0,2,H,L,2003,1610612742,0,0,0,0,0,0,0,0,4,59,2,0,0,0,2,14.4,14.4,0,7.2,0,devin-brown-1,105,3360,,,,1.9
154,1710,20300084,2417,1610612757,Qyntel,Woods,11,0,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,H,W,2003,1610612737,0,0,0,0,0,0,0,0,11,0,-6,1,0,0,0,0,0,6.545454545,3.272727273,3.272727273,qyntel-woods-1,,,,,,-0.7
155,1730,20300085,2403,1610612743,Nene,Hilario,34,4,9,0.444,0,0,0,4,6,0.667,1,7,0,4,1,1,0,12,A,L,2003,1610612761,0,0,0,0,8,6,0,0,33,30,-15,0,0,2,8,12.70588235,8.470588235,0,1.058823529,0,nene-hilario-1,,,,,,7.7
156,1749,20300086,2412,1610612738,Jiri,Welsch,13,1,4,0.25,0,0,0,0,0,0,0,2,2,0,0,0,0,2,H,W,2003,1610612758,0,0,0,0,2,0,0,0,12,41,12,0,0,0,2,5.538461538,5.538461538,5.538461538,0,0,jiri-welsch-1,,,35,876,2,1.6
157,1768,20300087,2410,1610612754,Fred,Jones,6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,A,W,2003,1610612755,0,0,0,0,0,0,0,0,5,44,-2,0,0,0,0,0,0,6,0,0,fred-jones-1,125,3525,,,,-0.4
158,1769,20300087,2422,1610612755,John,Salmons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2003,1610612754,0,0,0,0,0,0,0,0,0,34,3,,0,0,0,0,0,0,0,0,john-salmons-1,124,3819,,,,0
159,1789,20300088,2246,1610612765,Mehmet,Okur,28,2,5,0.4,0,0,0,4,5,0.8,4,4,3,3,0,1,1,8,H,W,2003,1610612751,0,1,0,0,2,0,0,0,27,54,18,2,2,0,8,10.28571429,10.28571429,3.857142857,0,2.571428571,mehmet-okur-1,,,,,,9.5
160,1790,20300088,2419,1610612765,Tayshaun,Prince,32,1,8,0.125,0,1,0,0,0,0,0,6,5,3,0,1,0,2,H,W,2003,1610612751,0,0,0,0,2,2,0,0,32,27,4,1,2,0,6,2.25,6.75,5.625,0,1.125,tayshaun-prince-1,135,4023,,,,-0.1
161,1791,20300088,2447,1610612751,Tamar,Slay,11,1,6,0.167,0,2,0,0,0,0,1,0,1,4,2,2,0,2,A,L,2003,1610612765,0,0,0,0,0,0,0,0,11,20,-25,0,0,0,1,6.545454545,3.272727273,3.272727273,6.545454545,0,tamar-slay-1,114,3283,,,,-2
162,1809,20300089,2424,1610612737,Dan,Dickau,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2003,1610612760,0,0,0,0,0,0,0,0,1,0,-4,0,0,0,0,0,0,0,0,0,dan-dickau-1,97,3113,,,,-0.7
163,1810,20300089,2436,1610612760,Ronald,Murray,35,9,20,0.45,1,4,0.25,5,6,0.833,0,7,2,4,1,3,1,24,H,L,2003,1610612737,0,0,0,0,8,2,0,0,35,0,-16,2,2,0,7,24.68571429,7.2,2.057142857,1.028571429,2.057142857,ronald-murray-1,,,,,,13.8
164,1833,20300090,2421,1610612752,Frank,Williams,16,2,6,0.333,0,0,0,0,0,0,0,1,2,1,0,2,0,4,A,L,2003,1610612739,0,0,0,0,2,2,0,0,16,25,-4,0,0,0,1,9,2.25,4.5,0,0,frank-williams-1,101,3201,,,,-0.1
165,1834,20300090,2430,1610612739,Carlos,Boozer,28,7,11,0.636,0,0,0,1,1,1,2,6,3,2,2,3,0,15,H,W,2003,1610612752,0,0,0,0,8,5,0,0,27,51,10,1,4,4,8,19.28571429,10.28571429,3.857142857,2.571428571,1.285714286,carlos-boozer-1,101,2615,,,,13.6
166,1857,20300091,2416,1610612747,Kareem,Rush,12,1,4,0.25,1,2,0.5,0,0,0,0,0,0,2,0,1,0,3,A,L,2003,1610612763,0,0,0,0,0,0,0,0,12,10,-6,1,0,0,0,9,0,0,0,3,kareem-rush-1,84,2536,,,,-1.2
167,1874,20300092,2401,1610612743,Nikoloz,Tskitishvili,8,2,3,0.667,0,0,0,0,0,0,1,0,1,1,0,2,0,4,A,W,2003,1610612741,0,0,0,0,4,0,0,0,8,0,6,0,2,0,1,18,4.5,4.5,0,0,nikoloz-tskitishvili-1,,,17,176,1,1.7
168,1875,20300092,2403,1610612743,Nene,Hilario,34,2,5,0.4,0,0,0,8,9,0.889,3,10,1,4,0,4,0,12,A,W,2003,1610612741,0,0,0,0,4,3,0,1,34,0,12,1,5,2,13,12.70588235,13.76470588,1.058823529,0,1.058823529,nene-hilario-1,,,,,,9.1
169,1876,20300092,2437,1610612741,Lonny,Baxter,17,3,5,0.6,0,0,0,0,0,0,1,0,0,2,1,2,2,6,H,L,2003,1610612743,0,0,0,0,6,2,0,0,17,0,-10,0,4,2,1,12.70588235,2.117647059,0,2.117647059,0,lonny-baxter-1,138,3367,,,,4
170,1888,20300093,1938,1610612759,Manu,Ginobili,40,6,14,0.429,1,4,0.25,5,6,0.833,3,4,3,2,3,5,0,18,H,W,2003,1610612762,0,0,0,0,8,2,0,0,39,37,4,0,0,4,7,16.2,6.3,2.7,2.7,0,manu-ginobili-1,,,144,4341,4,12.8
171,1913,20300094,2399,1610612744,Mike,Dunleavy,34,5,12,0.417,1,6,0.167,0,2,0,3,7,6,2,1,3,0,11,H,L,2003,1610612756,0,0,0,0,2,0,0,1,34,0,-1,0,0,6,10,11.64705882,10.58823529,6.352941176,1.058823529,0,mike-dunleavy-1,111,3762,,,,9.4
172,1914,20300094,2405,1610612756,Amar'e,Stoudemire,39,7,11,0.636,0,0,0,1,2,0.5,5,13,0,2,0,1,0,15,A,W,2003,1610612744,0,0,0,0,12,0,0,1,39,0,1,3,3,6,18,13.84615385,16.61538462,0,0,2.769230769,amar'e-stoudemire-1,,,,,,15.3
173,1915,20300094,2418,1610612756,Casey,Jacobsen,20,4,7,0.571,2,4,0.5,2,2,1,0,2,0,1,0,0,0,12,A,W,2003,1610612744,0,0,0,0,2,2,0,0,20,0,4,0,4,0,2,21.6,3.6,0,0,0,casey-jacobsen-1,95,3021,,,,8.9
174,1928,20300095,2407,1610612764,Jared,Jeffries,15,3,9,0.333,0,1,0,1,2,0.5,3,0,0,3,0,1,0,7,H,L,2003,1610612755,0,0,0,0,2,0,0,0,15,0,-9,0,0,2,3,16.8,7.2,0,0,0,jared-jeffries-1,70,2282,,,,1.4
175,1929,20300095,2413,1610612764,Juan,Dixon,9,1,5,0.2,0,1,0,0,0,0,0,3,0,2,0,0,0,2,H,L,2003,1610612755,0,0,0,0,2,0,0,0,9,0,-8,1,0,0,3,8,12,0,0,4,juan-dixon-1,141,4004,,,,-1
176,1930,20300095,2422,1610612755,John,Salmons,16,1,2,0.5,0,0,0,4,4,1,0,4,2,3,2,1,0,6,A,W,2003,1610612764,0,0,0,0,2,2,0,0,16,0,5,0,2,2,4,13.5,9,4.5,4.5,0,john-salmons-1,124,3819,,,,7.4
177,1952,20300096,2410,1610612754,Fred,Jones,13,1,1,1,0,0,0,2,2,1,0,0,0,0,1,2,0,4,H,L,2003,1610612738,0,0,0,0,0,2,0,0,13,0,2,0,0,0,0,11.07692308,0,0,2.769230769,0,fred-jones-1,125,3525,,,,2.7
178,1953,20300096,2412,1610612738,Jiri,Welsch,10,1,2,0.5,0,0,0,0,1,0,0,0,0,1,3,2,0,2,A,W,2003,1610612754,0,0,0,0,0,0,0,0,10,0,-3,0,0,0,0,7.2,0,0,10.8,0,jiri-welsch-1,,,35,876,2,1.2
179,1972,20300097,2436,1610612760,Ronald,Murray,35,9,18,0.5,0,2,0,11,12,0.917,3,3,8,0,1,2,0,29,A,W,2003,1610612750,0,0,0,0,6,10,0,0,35,11,-4,1,5,2,6,29.82857143,6.171428571,8.228571429,1.028571429,1.028571429,ronald-murray-1,,,,,,27.2
180,2014,20300099,2366,1610612745,Mike,Wilks,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,H,W,2003,1610612748,0,0,0,0,0,0,0,0,2,44,1,0,0,0,0,0,0,0,0,0,mike-wilks-1,117,3767,,,,-0.8
